annual_delivery_mt_per_year,length_km,buffer_hours,storage_cost_2023_usd_per_kg,transport_diameter_in,transport_stations,joint_design_diameter_in,joint_design_stations,joint_design_infrastructure_response,external_storage_only_lcot_2023_usd_per_kg,linepack_without_redesign_lcot_2023_usd_per_kg,joint_design_lcot_2023_usd_per_kg,delta_embedded_2023_usd_per_kg,delta_redesign_2023_usd_per_kg
1.0,1600.0,36.0,200.0,42.0,0,42.0,0,Transport assets retained,0.3955368392791357,0.36288898898260624,0.36288898898260624,0.032647850296529446,0.0
1.0,1600.0,48.0,200.0,42.0,0,42.0,0,Transport assets retained,0.42293409955310834,0.3902862492565788,0.3902862492565788,0.03264785029652956,0.0
1.0,1600.0,72.0,200.0,42.0,0,42.0,0,Transport assets retained,0.47772862010105355,0.445080769804524,0.445080769804524,0.03264785029652956,0.0
1.0,2000.0,0.0,200.0,42.0,0,42.0,0,Transport assets retained,0.36948695697049283,0.36948695697049283,0.36948695697049283,0.0,0.0
1.0,2000.0,6.0,200.0,42.0,0,42.0,0,Transport assets retained,0.38318558710747913,0.3694869569735015,0.3694869569735015,0.013698630133977652,0.0
1.0,2000.0,12.0,200.0,42.0,0,42.0,0,Transport assets retained,0.3968842172444655,0.3791316024674042,0.3791316024674042,0.017752614777061304,0.0
1.0,2000.0,24.0,200.0,42.0,0,42.0,1,Station-count change,0.42428147751843803,0.4065288627413768,0.40110320058108073,0.01775261477706125,0.005425662160296052
1.0,2000.0,36.0,200.0,42.0,0,42.0,1,Station-count change,0.45167873779241063,0.4339261230153494,0.42322671533453415,0.01775261477706125,0.010699407680815232
1.0,2000.0,48.0,200.0,42.0,0,42.0,1,Station-count change,0.47907599806638324,0.461323383289322,0.4506239756085068,0.01775261477706125,0.010699407680815176
1.0,2000.0,72.0,200.0,42.0,0,42.0,1,Station-count change,0.5338705186143284,0.5161179038372672,0.505418496156452,0.01775261477706125,0.010699407680815232
1.0,400.0,0.0,600.0,30.0,0,30.0,0,Transport assets retained,0.11760241182733688,0.11760241182733688,0.11760241182733688,0.0,0.0
1.0,400.0,6.0,600.0,30.0,0,36.0,0,Diameter change,0.15869830223829579,0.15743113837999054,0.13612655648086075,0.001267163858305248,0.021304581899129788
1.0,400.0,12.0,600.0,30.0,0,42.0,0,Diameter change,0.1997941926492547,0.19852702879094944,0.15146169218163502,0.001267163858305248,0.04706533660931442
1.0,400.0,24.0,600.0,30.0,0,42.0,0,Diameter change,0.28198597347117244,0.2807188096128672,0.23365347300355285,0.0012671638583052203,0.04706533660931436
1.0,400.0,36.0,600.0,30.0,0,42.0,0,Diameter change,0.36417775429309035,0.362910590434785,0.3158452538254707,0.0012671638583053313,0.047065336609314334
1.0,400.0,48.0,600.0,30.0,0,42.0,0,Diameter change,0.4463695351150081,0.4451023712567029,0.39803703464738843,0.0012671638583052203,0.047065336609314445
1.0,400.0,72.0,600.0,30.0,0,42.0,0,Diameter change,0.6107530967588438,0.6094859329005384,0.562420596291224,0.0012671638583053868,0.047065336609314445
1.0,800.0,0.0,600.0,36.0,0,36.0,0,Transport assets retained,0.1876878656035758,0.1876878656035758,0.1876878656035758,0.0,0.0
1.0,800.0,6.0,600.0,36.0,0,42.0,0,Diameter change,0.2287837560145347,0.2005242495308929,0.19770310217963752,0.02825950648364181,0.002821147351255382
1.0,800.0,12.0,600.0,36.0,0,42.0,0,Diameter change,0.2698796464254936,0.24162013994185183,0.19770310216134107,0.028259506483641783,0.04391703778051076
1.0,800.0,24.0,600.0,36.0,0,42.0,1,Diameter change,0.35207142724741136,0.32381192076376963,0.2562352722723134,0.028259506483641728,0.06757664849145623
1.0,800.0,36.0,600.0,36.0,0,42.0,1,Diameter change,0.4342632080693293,0.4060037015856874,0.3384270530942312,0.028259506483641894,0.06757664849145617
1.0,800.0,48.0,600.0,36.0,0,42.0,1,Diameter change,0.5164549888912471,0.4881954824076052,0.420618833916149,0.028259506483641894,0.06757664849145617
1.0,800.0,72.0,600.0,36.0,0,42.0,1,Diameter change,0.6808385505350827,0.6525790440514408,0.5850023955599847,0.02825950648364184,0.06757664849145617
1.0,1200.0,0.0,600.0,42.0,0,42.0,0,Transport assets retained,0.2562139914054021,0.2562139914054021,0.2562139914054021,0.0,0.0
1.0,1200.0,6.0,600.0,42.0,0,42.0,0,Transport assets retained,0.297309881816361,0.2562139914054021,0.2562139914054021,0.0410958904109589,0.0
1.0,1200.0,12.0,600.0,42.0,0,42.0,0,Transport assets retained,0.3384057722273198,0.2562139914054021,0.2562139914054021,0.08219178082191775,0.0
1.0,1200.0,24.0,600.0,42.0,0,42.0,1,Station-count change,0.4205975530492377,0.30596548029753456,0.2867696495837067,0.11463207275170312,0.019195830713827855
1.0,1200.0,36.0,600.0,42.0,0,42.0,2,Station-count change,0.5027893338711555,0.38815726111945237,0.35876512424303764,0.11463207275170317,0.02939213687641473
1.0,1200.0,48.0,600.0,42.0,0,42.0,2,Station-count change,0.5849811146930732,0.47034904194137017,0.44095690506495544,0.11463207275170306,0.02939213687641473
1.0,1200.0,72.0,600.0,42.0,0,42.0,2,Station-count change,0.749364676336909,0.6347326035852058,0.605340466708791,0.11463207275170317,0.02939213687641473
1.0,1600.0,0.0,600.0,42.0,0,42.0,0,Transport assets retained,0.31334505845721794,0.31334505845721794,0.31334505845721794,0.0,0.0
1.0,1600.0,6.0,600.0,42.0,0,42.0,0,Transport assets retained,0.35444094886817684,0.31334505845721794,0.31334505845721794,0.0410958904109589,0.0
1.0,1600.0,12.0,600.0,42.0,0,42.0,0,Transport assets retained,0.3955368392791357,0.31334505848278793,0.31334505848278793,0.08219178079634776,0.0
1.0,1600.0,24.0,600.0,42.0,0,42.0,1,Station-count change,0.47772862010105355,0.379785069211465,0.3422057464284457,0.09794355088958856,0.03757932278301929
1.0,1600.0,36.0,600.0,42.0,0,42.0,3,Station-count change,0.5599204009229714,0.4619768500333828,0.3814702474232628,0.09794355088958856,0.08050660261011999
1.0,1600.0,48.0,600.0,42.0,0,42.0,6,Station-count change,0.6421121817448892,0.5441686308553007,0.4582343558396655,0.0979435508895885,0.08593427501563516
1.0,1600.0,72.0,600.0,42.0,0,42.0,6,Station-count change,0.8064957433887248,0.7085521924991363,0.622617917483501,0.0979435508895885,0.08593427501563522
1.0,2000.0,0.0,600.0,42.0,0,42.0,0,Transport assets retained,0.36948695697049283,0.36948695697049283,0.36948695697049283,0.0,0.0
1.0,2000.0,6.0,600.0,42.0,0,42.0,0,Transport assets retained,0.41058284738145173,0.3694869569795188,0.3694869569795188,0.041095890401932955,0.0
1.0,2000.0,12.0,600.0,42.0,0,42.0,1,Station-count change,0.45167873779241063,0.39842089346122683,0.3898585023951905,0.0532578443311838,0.008562391066036346
1.0,2000.0,24.0,600.0,42.0,0,42.0,1,Station-count change,0.5338705186143284,0.48061267428314464,0.40110320059192484,0.0532578443311838,0.0795094736912198
1.0,2000.0,36.0,600.0,42.0,0,42.0,2,Station-count change,0.6160622994362462,0.5628044551050625,0.4276399027589454,0.053257844331183746,0.13516455234611707
1.0,2000.0,48.0,600.0,42.0,0,42.0,10,Station-count change,0.698254080258164,0.6449962359269803,0.4739925883332176,0.053257844331183746,0.1710036475937627
1.0,2000.0,72.0,600.0,42.0,0,42.0,14,Station-count change,0.8626376419019998,0.8093797975708158,0.6357155730219357,0.05325784433118397,0.1736642245488801
