strategy,length_km,buffer_hours,storage_cost_2023_usd_per_kg,annual_delivered_kg,required_buffer_kg,diameter_in,stations,segment_length_km,q_bar_a,draft_inlet_bar_a,pressure_swing_bar,raw_linepack_kg,credited_linepack_kg,external_storage_kg,gathering_stages,gathering_rating_unit_kw,enroute_stages,enroute_rating_unit_kw,compressor_capex_2018_usd,full_year_energy_kwh,pipeline_capex_2023_usd,compressor_capex_2023_usd,storage_capex_2023_usd,pipeline_lcot_2023_usd_per_kg,compressor_lcot_2023_usd_per_kg,electricity_lcot_2023_usd_per_kg,storage_lcot_2023_usd_per_kg,lcot_2023_usd_per_kg,annual_cost_2023_usd,service_closure_kg,infrastructure_response,uses_linepack,design_rank,gap_to_best_2023_usd_per_kg
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,21,54.54545454545455,53.00493360786356,70.06910206013357,0.8193839743242037,12914.00718008033,12914.00718008033,4096675.03391581,2,19817.671124984532,1,4445.88223135533,141832754.72447798,1724290946.6695497,920921248.6111956,205195056.61992994,2458005020.349486,0.19339346220835107,0.057865005966820246,0.3610185002612127,0.49160100406989715,1.103877972506281,551938986.2531406,0.0,Diameter change,True,115,0.630444389405908
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,20,57.142857142857146,52.05808528064903,70.072874581056,0.8084087448199355,12741.03065495602,12741.03065495602,4096848.010440934,2,19817.671124984532,1,4744.52145615062,142405230.59890702,1747552970.734701,920921248.6111956,206023280.1124173,2458108806.26456,0.19339346220835107,0.058098564991701684,0.36588892021978275,0.49162176125291207,1.1090027086727476,554501354.3363738,0.0,Diameter change,True,116,0.6355691255723745
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,19,60.0,50.99607530500073,70.07689619929407,0.7963066396090568,12550.29385940632,12550.29385940632,4097038.7472364837,2,19817.671124984532,1,5087.63547050983,143159468.19705534,1774589298.7243838,920921248.6111956,207114465.4804063,2458223248.3418903,0.19339346220835107,0.058406279265474585,0.37154957430038216,0.4916446496683781,1.114993965442586,557496982.721293,0.0,Diameter change,True,117,0.6415603823422129
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,18,63.1578947368421,49.673218112605525,69.9942016560371,0.8846161216541475,13942.10688106086,13942.10688106086,4095646.9342148295,2,19817.671124984532,1,5487.506045542925,144170186.53534278,1806735221.4192574,920921248.6111956,208576711.68054938,2457388160.528898,0.19339346220835107,0.058818632693914935,0.37828003520272097,0.4914776321057796,1.1219697622107665,560984881.1053833,0.0,Diameter change,True,118,0.6485361791103934
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,17,66.66666666666667,48.31008677196908,70.00515631752495,0.8632711370750954,13605.696488924588,13605.696488924588,4095983.3446069653,2,19817.671124984532,1,5955.901381975876,145446102.25762928,1844444578.8847163,920921248.6111956,210422629.42631572,2457590006.764179,0.19339346220835107,0.05933918149822104,0.38617532439639723,0.4915180013528359,1.1304259694558052,565212984.7279027,0.0,Diameter change,True,119,0.6569923863554321
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,16,70.58823529411765,46.739030576489995,70.01704092373754,0.8393203401575633,13228.216854157805,13228.216854157805,4096360.8242417322,2,19817.671124984532,1,6518.069570791328,147160848.3299275,1890739878.4295254,920921248.6111956,212903420.3978903,2457816494.545039,0.19339346220835107,0.06003876455220507,0.3958682707307108,0.49156329890900785,1.1408637964002748,570431898.2001374,0.0,Diameter change,True,120,0.6674302132999017
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,15,75.0,44.90516387392051,70.02991038163849,0.8122799870915216,12802.043869831652,12802.043869831652,4096786.9972260585,2,19817.671124984532,1,7204.948988930921,149455899.0418854,1948405384.696326,920921248.6111956,216223761.04628733,2458072198.335635,0.19339346220835107,0.060975100615053034,0.40794182167607435,0.4916144396671271,1.1539248241666056,576962412.0833027,0.0,Diameter change,True,121,0.6804912410662325
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,14,80.0,42.73056260568511,70.0437712658983,0.7815589439225405,12317.860892746961,12317.860892746961,4097271.180203143,2,19817.671124984532,1,8066.449983145484,152591222.74696332,2022386478.2396986,920921248.6111956,220759757.87180933,2458362708.121886,0.19339346220835107,0.06225425171985023,0.4234314021846886,0.4916725416243772,1.1707516577372672,585375828.8686336,0.0,Diameter change,True,122,0.6973180746368941
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,13,85.71428571428571,40.0176888455439,70.0118610235893,0.8058079578847526,12700.040615844608,12700.040615844608,4096889.0004800456,2,19817.671124984532,1,9185.489256020113,157009417.19697243,2121124027.009452,920921248.6111956,227151734.54947177,2458133400.2880273,0.19339346220835107,0.06405678914295104,0.4441042949149873,0.4916266800576055,1.193181226323895,596590613.1619475,0.0,Diameter change,True,123,0.7197476432235219
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,12,92.3076923076923,36.69173419361837,70.00281167101761,0.7992318254749478,12596.396629852057,12596.396629852057,4096992.644466038,2,19817.671124984532,1,10713.91724235213,163545519.88138843,2260608312.2972536,920921248.6111956,236607772.8461809,2458195586.6796227,0.19339346220835107,0.06672339194262301,0.47330841941721946,0.4916391173359246,1.2250643909041181,612532195.452059,0.0,Diameter change,True,124,0.751630807803745
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,11,100.0,32.44137403807953,70.01948935951664,0.7543028838942192,11888.288230922879,11888.288230922879,4097700.752864967,2,19817.671124984532,2,12251.005528947002,166926372.49891797,2354973377.0855613,920921248.6111956,241498986.06152913,2458620451.7189803,0.19339346220835107,0.06810271406935123,0.49306583578174196,0.49172409034379605,1.2462861024032403,623143051.2016202,0.0,Diameter change,True,125,0.7728525193028672
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,10,109.0909090909091,26.469307614630868,70.00668824531509,0.7435371588142559,11718.61362739395,11718.61362739395,4097870.4274684964,2,19817.671124984532,2,15626.67529940692,183186009.4615873,2682607922.2311497,920921248.6111956,265022446.02432597,2458722256.4810977,0.19339346220835107,0.07473632977885993,0.5616633844440984,0.4917444512962196,1.321537627727529,660768813.8637645,0.0,Diameter change,True,126,0.8481040446271559
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,16.0,23,50.0,37.056354912893184,70.03604725981927,0.7573667806544364,9431.369617676624,9431.369617676624,4100157.6714782133,2,19817.671124984532,1,10567.008891227782,292149449.6615891,4004597826.88598,821235099.1239275,422664165.1376259,2460094602.886928,0.17245937081602478,0.1191912945688105,0.8384512511673904,0.49201892057738567,1.6221208371296112,811060418.5648056,0.0,Diameter change,True,127,1.148687254029238
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,16.0,22,52.17391304347826,34.89281455454848,70.02101644312742,0.7652634099957112,9529.705103142462,9529.705103142462,4100059.3359927475,2,19817.671124984532,1,11636.042647387641,301795692.7867293,4201914674.8859324,821235099.1239275,436619766.63516307,2460035601.5956483,0.17245937081602478,0.123126774191116,0.8797639035818813,0.4920071203191297,1.6673571689081519,833678584.4540759,0.0,Diameter change,True,128,1.1939235858077788
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,16.0,21,54.54545454545455,32.40118234160952,70.01992995807339,0.7534862501340669,9383.045980325307,9383.045980325307,4100205.9951155647,2,19817.671124984532,2,12271.969687167883,301020167.0833225,4228094509.0543795,821235099.1239275,435497782.9232208,2460123597.069339,0.17245937081602478,0.12281037478434828,0.8852452317108929,0.4920247194138678,1.6725396967251336,836269848.3625668,0.0,Diameter change,True,129,1.1991061136247605
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,16.0,20,57.142857142857146,29.428936961691697,70.01778562383912,0.741429285222857,9232.902489153541,9232.902489153541,4100356.1386067364,2,19817.671124984532,2,13866.81369512494,315939605.00317013,4527075753.810007,821235099.1239275,457082323.9176313,2460213683.164042,0.17245937081602478,0.12889721534477205,0.947843577307028,0.49204273663280845,1.741242900100633,870621450.0503166,0.0,Diameter change,True,130,1.26780931700026
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,16.0,19,60.0,25.760429690786523,70.01320667897707,0.7307939705736999,9100.462585504984,9100.462585504984,4100488.578510385,2,19817.671124984532,2,16096.009320400368,337827131.9502399,4961082765.812698,821235099.1239275,488747874.93861216,2460293147.106231,0.17245937081602478,0.13782690073268863,1.038712557903775,0.4920586294212463,1.8410574588737347,920528729.4368674,0.0,Diameter change,True,131,1.3676238757733616
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,16.0,18,63.1578947368421,21.01325,70.02050987805438,0.6994267971129702,8709.852098847134,8709.852098847134,4100879.188997043,2,19817.671124984532,2,19598.83653912667,374049041.5364717,5676430164.42497,821235099.1239275,541151544.3368918,2460527513.398226,0.17245937081602478,0.15260473550300352,1.1884863797240288,0.4921055026796452,2.005655988722702,1002827994.361351,0.0,Diameter change,True,132,1.5322224056223288
